"page_url","html_path","text_path","fetched_utc","status","notes"
"https://www.guardiansofganja.com/","docs\migration\content-snapshots\raw-html\home.html","docs\migration\content-snapshots\text\home.txt","2026-04-22T22:52:05.5569259Z","downloaded",""
"https://www.guardiansofganja.com/contact","docs\migration\content-snapshots\raw-html\contact.html","docs\migration\content-snapshots\text\contact.txt","2026-04-22T22:52:05.6769202Z","downloaded",""
"https://www.guardiansofganja.com/home-1","docs\migration\content-snapshots\raw-html\home-1.html","docs\migration\content-snapshots\text\home-1.txt","2026-04-22T22:52:05.8443266Z","downloaded",""
"https://www.guardiansofganja.com/services","docs\migration\content-snapshots\raw-html\services.html","docs\migration\content-snapshots\text\services.txt","2026-04-22T22:52:06.3670749Z","downloaded",""
"https://www.guardiansofganja.com/gallery","docs\migration\content-snapshots\raw-html\gallery.html","docs\migration\content-snapshots\text\gallery.txt","2026-04-22T22:52:06.7421353Z","downloaded",""
"https://www.guardiansofganja.com","docs\migration\content-snapshots\raw-html\home.html","docs\migration\content-snapshots\text\home.txt","2026-04-22T22:52:06.8993604Z","downloaded",""
